Inning,AtBat,PitcherName,BatterName,Result,PitchVelo,BatterTimeToFirst,BatterTop,ExitVelo,LaunchAng,ActualDistance,BaserunnerMaxSpeed,BaserunnerInitial,BaserunnerSecondary,BaserunnerFinal,IsEventPlayer,EventPlayerName,FielderProbability,FielderRouteEfficiency,FielderMove,FielderReaction,FielderReactionAngle,FielderTransfer,FielderThrow,FielderThrowDistance,FielderMaxSpeed
1,4,Jaylen Paden,Jake Munroe,Ball,81.3329,,3.0158,,,,17.5848,13.8383,22.7722,33.4057,True,Lackey Vahn,,,,,,,,,11.9373
1,4,Jaylen Paden,Jake Munroe,Ball,84.496,,,,,,,18.0299,24.3814,28.5357,True,Lackey Vahn,,,,,,,,,
1,4,Jaylen Paden,Jake Munroe,Ball Walk,82.9988,,,,,,,15.9933,25.8945,31.9945,True,Lackey Vahn,,,,,,,,,
1,5,Jaylen Paden,Eddie King Jr.,Strike Swinging,92.2535,,,,,,,16.3409,17.2176,18.8219,True,Lackey Vahn,,,,,,,,,
1,5,Jaylen Paden,Eddie King Jr.,Ball,91.3968,,,,,,,16.6399,18.1574,20.5332,True,Lackey Vahn,,,,,,,,,
1,5,Jaylen Paden,Eddie King Jr.,Strike Swinging,92.0736,,,,,,,17.4513,17.7087,19.8207,True,Lackey Vahn,,,,,,,,,
1,5,Jaylen Paden,Eddie King Jr.,In Play Ground Out,90.5002,4.486,16.8814,88.042,-8.5936,14.5425,17.4044,17.5467,17.7802,19.8042,True,Lodise Kyle,,95.91,18.3049,0.858,14.5215,1.056,74.3374,108.1811,10.6523
1,6,Tucker Biven,Drew Burress,Strike Looking,81.8509,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,6,Tucker Biven,Drew Burress,Foul Ball,88.6101,,,,,,,,,,False,,,,,,,,,,
1,6,Tucker Biven,Drew Burress,Ball,82.1018,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,6,Tucker Biven,Drew Burress,Foul Ball,81.0715,,,,,,,,,,False,,,,,,,,,,
1,6,Tucker Biven,Drew Burress,Strike Looking Strike Out Looking,95.4412,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,7,Tucker Biven,Kent Schmidt,Strike Swinging,91.1235,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,7,Tucker Biven,Kent Schmidt,Ball,90.6423,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,7,Tucker Biven,Kent Schmidt,In Play Double,87.4474,4.685,17.6598,77.9508,10.5473,129.3443,,,,,True,King Jr. Eddie,0.00,99.11,82.1823,1.122,4.6528,1.023,82.4619,182.9649,16.5745
1,8,Tucker Biven,Kyle Lodise,Strike Swinging,91.1353,,,,,,,15.174,18.7089,21.5277,True,Mowry Collin,,,,,,,,,
1,8,Tucker Biven,Kyle Lodise,In Play Fly Out,81.9766,,6.2433,84.5356,73.9668,80.5134,17.8021,14.9898,17.6072,19.5082,True,Davis Tague,,84.46,87.0328,1.32,28.1213,,,,16.5127
1,9,Tucker Biven,Alex Hernandez,Strike Looking,90.4482,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,9,Tucker Biven,Alex Hernandez,Ball,83.0138,,,,,,,,,,True,Mowry Collin,,,,,,,,,
1,9,Tucker Biven,Alex Hernandez,In Play Double,92.3033,4.815,17.8316,104.8734,26.684,378.016,,,,,True,Moore Lucas,67.50,,58.5182,1.056,27.026,0.792,82.2285,190.8913,16.854
1,10,Tucker Biven,Caleb Daniel,Strike Looking,78.5337,,,,,,,11.9249,14.6151,17.9408,True,Mowry Collin,,,,,,,,,
