Inning,AtBat,PitcherName,BatterName,Result,PitchVelo,BatterTimeToFirst,BatterTop,ExitVelo,LaunchAng,ActualDistance,BaserunnerMaxSpeed,BaserunnerInitial,BaserunnerSecondary,BaserunnerFinal,IsEventPlayer,EventPlayerName,FielderProbability,FielderRouteEfficiency,FielderMove,FielderReaction,FielderReactionAngle,FielderTransfer,FielderThrow,FielderThrowDistance,FielderMaxSpeed
3,23,Tate McKee,Mason Holton,Ball,83.4673,,,,,,,8.0156,14.3522,16.4684,True,Lackey Vahn,,,,,,,,,
3,23,Tate McKee,Mason Holton,In Play Fly Out,90.324,,2.8176,89.4467,67.1015,152.4034,5.454,10.2156,16.0663,19.6284,True,Hernandez Alex,,96.51,101.8763,0.95,20.5242,,,,16.7731
3,24,Tate McKee,Wyatt Stanley,Ball,85.5925,,,,,,,7.533,13.4362,15.4046,True,Lackey Vahn,,,,,,,,,
3,24,Tate McKee,Wyatt Stanley,Ball,88.6678,,,,,,,8.0216,12.9759,16.7634,True,Lackey Vahn,,,,,,,,,
3,24,Tate McKee,Wyatt Stanley,Strike Swinging,84.653,,,,,,,8.5332,14.8168,18.7925,True,Lackey Vahn,,,,,,,,,
3,24,Tate McKee,Wyatt Stanley,Ball,82.883,,,,,,,1.5134,11.7837,16.6087,True,Lackey Vahn,,,,,,,,,
3,24,Tate McKee,Wyatt Stanley,Ball Walk,86.5583,,,,,,,7.999,13.3338,17.3453,True,Lackey Vahn,,,,,,,,,
3,25,Tate McKee,Elijah Smith,Strike Swinging,84.2212,,,,,,,16.2269,17.4112,20.5507,True,Lackey Vahn,,,,,,,,,
3,25,Tate McKee,Elijah Smith,Ball,87.912,,,,,,,16.6323,18.8957,20.9993,True,Lackey Vahn,,,,,,,,,
3,25,Tate McKee,Elijah Smith,Strike Swinging,81.1536,,,,,,,16.7314,17.7708,19.8563,True,Lackey Vahn,,,,,,,,,
3,25,Tate McKee,Elijah Smith,Ball,84.4413,,,,,,,15.6755,19.2957,22.1734,True,Lackey Vahn,,,,,,,,,
3,25,Tate McKee,Elijah Smith,In Play Error,87.7526,4.332,19.0224,81.829,1.2996,48.2922,15.9141,16.2217,17.9566,19.9485,True,Lodise Kyle,,,9.2279,1.3,6.1623,,,,11.3706
3,26,Tate McKee,Noah Quarless,Ball,81.997,,,,,,,13.4504,16.8013,20.5802,True,Lackey Vahn,,,,,,,,,
3,26,Tate McKee,Noah Quarless,In Play Fly Out,93.3052,5.839,16.164,81.9518,71.115,144.4397,15.6254,15.2116,20.4592,23.6313,True,Lodise Kyle,,66.52,29.132,1.6,80.2091,,,,8.7441
3,27,Davis Wright,Kyle Lodise,Ball,74.1059,,,,,,,,,,True,Quarless Noah,,,,,,,,,
3,27,Davis Wright,Kyle Lodise,Ball,77.2317,,,,,,,,,,True,Quarless Noah,,,,,,,,,
3,27,Davis Wright,Kyle Lodise,Ball,86.7046,,,,,,,,,,True,Quarless Noah,,,,,,,,,
3,27,Davis Wright,Kyle Lodise,Strike Looking,86.6778,,,,,,,,,,True,Quarless Noah,,,,,,,,,
3,27,Davis Wright,Kyle Lodise,Ball Walk,74.5039,,,,,,,,,,True,Quarless Noah,,,,,,,,,
3,28,Davis Wright,Drew Burress,Strike Looking,75.3772,,,,,,,12.0933,12.9735,14.415,True,Quarless Noah,,,,,,,,,
3,28,Davis Wright,Drew Burress,Ball,77.9651,,,,,,,15.3184,18.4819,19.642,True,Quarless Noah,,,,,,,,,
3,28,Davis Wright,Drew Burress,Foul Ball,86.2722,,,,,,,11.6872,14.0312,17.4037,False,,,,,,,,,,
3,28,Davis Wright,Drew Burress,Ball,75.7416,,0.4552,,,,19.8004,12.2372,24.1678,37.6864,True,Quarless Noah,,,,,,0.55,78.963,125.8503,3.6607
3,28,Davis Wright,Drew Burress,Ball,77.427,,,,,,,16.3569,20.0173,23.2195,True,Quarless Noah,,,,,,,,,
3,28,Davis Wright,Drew Burress,Foul Ball,75.9619,,,,,,,16.0235,19.8083,22.6645,False,,,,,,,,,,
3,28,Davis Wright,Drew Burress,In Play Single,78.4835,4.74,17.0633,69.9613,19.5598,148.2309,15.0887,15.8729,19.8386,22.4925,True,Smith Elijah,0.00,99.51,50.8222,1.2,2.3342,1.7,75.7074,159.8076,15.4663
3,29,Davis Wright,Kent Schmidt,Strike Looking,88.3715,,,,,,,12.6544,12.9119,16.5165,True,Quarless Noah,,,,,,,,,
3,29,Davis Wright,Kent Schmidt,In Play Fly Out,88.4953,,12.0538,59.4584,27.8179,164.3759,11.8395,12.8015,12.5327,15.4213,True,Turner Trent,,94.94,22.3612,1.25,5.0349,,,,9.8144
3,30,Davis Wright,Alex Hernandez,In Play Single,75.994,4.927,17.8331,80.1471,20.8355,194.669,18.9593,13.5827,15.2133,16.6689,True,Friese Hayden,0.00,92.24,57.0552,0.95,3.653,1.2,81.3046,127.3448,14.0304
3,31,Davis Wright,Vahn Lackey,Ball,87.4595,,0.0993,,,,18.1776,12.9692,26.4318,37.5547,True,Quarless Noah,,,,,,0.6,78.5227,122.2796,2.8079
3,31,Davis Wright,Vahn Lackey,Strike Swinging,76.396,,,,,,,16.2091,18.5636,21.0426,True,Quarless Noah,,,,,,,,,
3,31,Davis Wright,Vahn Lackey,Ball,77.8993,,,,,,,16.7504,19.8444,22.2835,True,Quarless Noah,,,,,,,,,
3,31,Davis Wright,Vahn Lackey,Ball,87.6209,,,,,,,16.5159,19.0917,21.1094,True,Quarless Noah,,,,,,,,,
3,31,Davis Wright,Vahn Lackey,In Play Fly Out,86.4192,5.648,14.6211,102.8884,46.5676,294.3437,19.3385,16.4889,20.3945,22.3478,True,Smith Elijah,99.95,74.50,52.0723,1.35,54.4782,1.15,85.7284,217.1037,11.5879
3,32,Davis Wright,Carson Kerce,Strike Looking,74.7425,,,,,,,15.114,20.8055,23.0347,True,Quarless Noah,,,,,,,,,
3,32,Davis Wright,Carson Kerce,Ball,77.8626,,,,,,,16.2454,21.2051,23.8478,True,Quarless Noah,,,,,,,,,
3,32,Davis Wright,Carson Kerce,Strike Looking,85.2694,,,,,,,15.0012,19.0298,20.7253,True,Quarless Noah,,,,,,,,,
3,32,Davis Wright,Carson Kerce,Ball,88.4438,,,,,,,18.9359,21.7572,23.3589,True,Quarless Noah,,,,,,,,,
3,32,Davis Wright,Carson Kerce,In Play Single,80.7305,4.588,17.1975,79.9552,25.0977,215.7295,13.2544,12.6729,15.6898,18.0678,True,Friese Hayden,3.18,99.69,57.2089,0.95,7.4809,1.5,49.0417,101.0771,15.4817
3,33,Davis Wright,Caleb Daniel,In Play Single,75.239,4.666,18.5849,81.5317,16.8986,186.8305,18.7733,11.0527,12.7536,14.4824,True,Smith Elijah,0.01,91.74,64.9115,1.05,0.3014,1,89.2759,193.3662,15.9975
3,34,Davis Wright,John Giesler,Ball,87.98,,,,,,,16.9373,20.0134,23.1408,True,Quarless Noah,,,,,,,,,
3,34,Davis Wright,John Giesler,Strike Looking,75.6951,,,,,,,20.0866,22.446,25.8546,True,Quarless Noah,,,,,,,,,
3,34,Davis Wright,John Giesler,Ball,87.3016,,,,,,,23.3964,26.1418,29.5298,True,Quarless Noah,,,,,,,,,
3,34,Davis Wright,John Giesler,Ball,77.5003,,,,,,,23.9147,28.148,31.4314,True,Quarless Noah,,,,,,,,,
3,34,Davis Wright,John Giesler,Strike Swinging,89.8779,,,,,,,20.5393,22.2326,24.7648,True,Quarless Noah,,,,,,,,,
